550875,3,空间,空间不算很大,['很大'],客厅浅灰色的布艺沙发搭配原木风的家具，营造和暖的氛围；沙发背景墙处摆放了几幅装饰画和绿植，空间不算很大，却点缀出文艺气息。
550876,0,餐厅,玄关处进门就到了餐厅空间,[],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,0,空间,玄关处进门就到了餐厅空间,[],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,1,餐桌椅,餐桌椅的侧方墙面做了几何形的黄色图案,['黄色'],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,1,墙面,餐桌椅的侧方墙面做了几何形的黄色图案,['黄色'],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,1,图案,餐桌椅的侧方墙面做了几何形的黄色图案,['黄色'],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,2,墙面,另一侧是把墙面分成了两半,[],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,3,餐厅,增加餐厅的空间层次,[],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,3,空间,增加餐厅的空间层次,[],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,5,灯饰,搭配简约风的灯饰和桌椅,[],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550876,5,桌椅,搭配简约风的灯饰和桌椅,[],玄关处进门就到了餐厅空间，餐桌椅的侧方墙面做了几何形的黄色图案，另一侧是把墙面分成了两半，增加餐厅的空间层次，同时，搭配简约风的灯饰和桌椅，造就轻简干练。
550877,0,餐厅,整个客餐厅的墙面都刷成了相同的颜色,[],整个客餐厅的墙面都刷成了相同的颜色，地面铺贴相同的木地板，顶部也做了相同的吊顶，整体感很强，再加上简约风的挂画搭配期间，形成空间的艺术气息。
550877,0,墙面,整个客餐厅的墙面都刷成了相同的颜色,[],整个客餐厅的墙面都刷成了相同的颜色，地面铺贴相同的木地板，顶部也做了相同的吊顶，整体感很强，再加上简约风的挂画搭配期间，形成空间的艺术气息。
550877,1,地面,地面铺贴相同的木地板,[],整个客餐厅的墙面都刷成了相同的颜色，地面铺贴相同的木地板，顶部也做了相同的吊顶，整体感很强，再加上简约风的挂画搭配期间，形成空间的艺术气息。
550877,1,木地板,地面铺贴相同的木地板,[],整个客餐厅的墙面都刷成了相同的颜色，地面铺贴相同的木地板，顶部也做了相同的吊顶，整体感很强，再加上简约风的挂画搭配期间，形成空间的艺术气息。
550877,2,吊顶,顶部也做了相同的吊顶,[],整个客餐厅的墙面都刷成了相同的颜色，地面铺贴相同的木地板，顶部也做了相同的吊顶，整体感很强，再加上简约风的挂画搭配期间，形成空间的艺术气息。
550877,5,空间,形成空间的艺术气息,[],整个客餐厅的墙面都刷成了相同的颜色，地面铺贴相同的木地板，顶部也做了相同的吊顶，整体感很强，再加上简约风的挂画搭配期间，形成空间的艺术气息。
550878,0,厨房,厨房延续了客餐厅的配色方案,[],厨房延续了客餐厅的配色方案，以白色瓷砖搭配木色橱柜，并与灰色地砖形成强调的色彩反差，却保留这空间的朴质；吊柜装有隐藏灯带，可以提升厨房颜值，又营造夜间的照明方式，柔和而简单。
550878,0,餐厅,厨房延续了客餐厅的配色方案,[],厨房延续了客餐厅的配色方案，以白色瓷砖搭配木色橱柜，并与灰色地砖形成强调的色彩反差，却保留这空间的朴质；吊柜装有隐藏灯带，可以提升厨房颜值，又营造夜间的照明方式，柔和而简单。
550878,0,配色,厨房延续了客餐厅的配色方案,[],厨房延续了客餐厅的配色方案，以白色瓷砖搭配木色橱柜，并与灰色地砖形成强调的色彩反差，却保留这空间的朴质；吊柜装有隐藏灯带，可以提升厨房颜值，又营造夜间的照明方式，柔和而简单。
550878,1,瓷砖,以白色瓷砖搭配木色橱柜,"['白色', '木色']",厨房延续了客餐厅的配色方案，以白色瓷砖搭配木色橱柜，并与灰色地砖形成强调的色彩反差，却保留这空间的朴质；吊柜装有隐藏灯带，可以提升厨房颜值，又营造夜间的照明方式，柔和而简单。
550878,1,橱柜,以白色瓷砖搭配木色橱柜,"['白色', '木色']",厨房延续了客餐厅的配色方案，以白色瓷砖搭配木色橱柜，并与灰色地砖形成强调的色彩反差，却保留这空间的朴质；吊柜装有隐藏灯带，可以提升厨房颜值，又营造夜间的照明方式，柔和而简单。
